id,id_image,gardiner_code,x,y,width,height,col_index,row_index
2340,1,561,6814.08,2411.67,131.89,48.43,2,15
2341,1,242,6812.01,2452.88,126.75,100.99,2,16
2342,1,13,6817.17,2551.8,107.16,85.53,2,17
2303,1,462,6781.35,2585.87,36.43,75.89,2,18
2343,1,87,6830.56,2635.27,89.65,27.82,2,19
2344,1,353,6834.68,2658.97,95.83,15.46,2,20
2345,1,542,6830.56,2677.52,98.92,26.79,2,21
2346,1,87,6835.71,2708.43,104.08,22.67,2,22
2347,1,621,6844.99,2731.1,79.34,42.25,2,23
2348,1,602,6829.53,2772.32,102.01,35.03,2,24
2349,1,561,6828.5,2815.59,129.84,45.34,2,25
2310,1,547,6780.34,2818.59,39.46,45.53,2,26
2311,1,607,6769.21,2824.66,12.14,34.4,2,27
2350,1,242,6817.17,2845.48,128.8,105.1,2,28
2351,1,13,6843.96,2945.43,103.04,90.68,2,29
2352,1,353,6828.5,3037.14,109.23,20.61,2,30
2353,1,595,6838.81,3062.9,32.97,14.42,2,31
2355,1,212,6832.62,3077.32,102.02,90.68,2,32
2356,1,175,6835.71,3169.03,122.63,71.1,2,33
2357,1,353,6834.68,3242.19,118.5,18.55,2,34
2359,1,371,6840.87,3268.98,55.64,41.22,2,35
2324,1,595,6778.32,3304.26,47.55,24.28,2,36
2360,1,542,6835.71,3317.41,108.2,30.92,2,37
2276,1,258,6671.92,1720.05,124.4,75.66,3,0
2277,1,475,6755.28,1745.69,28.21,60.28,3,1
2278,1,294,6714.24,1755.95,32.06,71.82,3,2
2279,1,353,6687.31,1825.21,101.31,19.23,3,3
2280,1,169,6688.59,1838.03,106.44,56.43,3,4
2282,1,607,6712.96,1864.96,21.8,35.91,3,5
2281,1,371,6737.32,1864.96,47.45,33.34,3,6
2283,1,353,6697.57,1898.3,102.59,17.96,3,7
2284,1,169,6689.87,1911.13,97.47,58.99,3,8
2275,1,622,6737.32,1939.34,57.71,47.45,3,9
2285,1,595,6700.13,1962.43,43.61,21.8,3,10
2287,1,586,6729.88,1978.19,23.52,31.98,3,11
2286,1,586,6756.22,1980.07,25.4,29.16,3,12
2288,1,586,6705.43,1981.01,21.63,30.1,3,13
2289,1,10,6703.55,2013.0,103.47,67.72,3,14
2290,1,44,6696.96,2082.6,109.12,84.66,3,15
2291,1,533,6712.01,2163.5,98.77,68.67,3,16
2292,1,103,6712.95,2214.29,90.3,31.05,3,17
2294,1,242,6701.42,2249.95,100.17,82.97,3,18
2295,1,621,6714.58,2342.02,82.96,49.58,3,19
2270,1,557,6662.07,2362.82,46.98,81.61,3,20
2296,1,274,6704.46,2382.5,106.24,41.48,3,21
2297,1,595,6743.92,2416.9,41.48,17.2,3,22
2298,1,196,6709.52,2434.1,110.28,28.33,3,23
2299,1,87,6716.6,2464.45,100.17,25.3,3,24
2300,1,121,6723.68,2489.75,83.98,44.52,3,25
2301,1,274,6711.54,2526.17,105.23,30.36,3,26
2302,1,87,6718.62,2554.5,109.28,29.35,3,27
2304,1,126,6727.73,2587.89,64.75,68.81,3,28
2305,1,621,6758.08,2659.73,62.74,40.48,3,29
2306,1,595,6716.6,2687.05,40.47,14.17,3,30
2307,1,375,6713.56,2698.18,102.2,73.86,3,31
2308,1,549,6712.55,2757.88,123.44,90.05,3,32
2309,1,595,6754.04,2795.32,49.57,16.18,3,33
2314,1,607,6722.67,2820.61,16.19,41.49,3,34
2313,1,607,6737.85,2820.61,18.21,40.47,3,35
2312,1,607,6754.04,2821.62,14.16,38.45,3,36
2315,1,353,6710.53,2867.15,117.37,13.16,3,37
2316,1,595,6752.01,2879.3,49.58,17.2,3,38
2317,1,420,6727.73,2899.53,90.05,82.97,3,39
2318,1,108,6716.6,2983.51,129.51,35.42,3,40
2319,1,34,6740.88,3016.9,105.23,76.9,3,41
2320,1,108,6717.61,3097.85,137.61,37.44,3,42
2321,1,353,6731.78,3142.37,106.24,19.22,3,43
2322,1,13,6735.82,3162.6,99.16,88.03,3,44
2323,1,351,6725.71,3240.51,114.33,54.64,3,45
2325,1,607,6738.86,3287.06,27.32,45.53,3,46
2258,1,294,6624.97,1728.49,39.57,77.9,4,0
2259,1,242,6585.4,1792.79,116.23,92.74,4,1
2260,1,462,6627.44,1888.0,40.81,86.56,4,2
2261,1,493,6617.55,1972.08,72.96,56.88,4,3
2262,1,87,6600.24,2028.96,95.21,28.44,4,4
2264,1,294,6612.61,2056.17,34.62,75.42,4,5
2263,1,462,6657.12,2057.4,34.62,71.72,4,6
2265,1,422,6615.08,2135.3,71.72,50.7,4,7
2266,1,242,6597.77,2172.4,121.18,100.16,4,8
2267,1,602,6611.37,2272.56,89.03,32.15,4,9
2268,1,611,6618.79,2315.84,79.13,23.49,4,10
2269,1,353,6613.84,2343.04,106.34,18.55,4,11
2225,1,462,6560.36,2351.7,38.38,72.25,4,12
2271,1,126,6615.08,2369.01,49.46,69.24,4,13
2272,1,388,6607.66,2441.96,101.39,17.31,4,14
2273,1,461,6608.9,2459.27,103.86,101.4,4,15
2274,1,104,6613.84,2537.17,103.87,45.75,4,16
2231,1,557,6567.13,2552.63,49.67,82.4,4,17
2251,1,126,6637.34,2580.45,82.84,72.95,4,18
2252,1,229,6608.9,2647.22,106.34,77.9,4,19
2253,1,209,6616.31,2725.12,102.64,75.43,4,20
2254,1,571,6627.44,2801.79,81.61,65.53,4,21
2255,1,48,6603.95,2869.79,123.65,80.38,4,22
2238,1,294,6588.58,2885.62,31.6,82.4,4,23
2256,1,236,6603.95,2946.46,129.83,74.19,4,24
2257,1,34,6629.92,3018.18,107.57,98.92,4,25
2209,1,546,6472.31,1719.59,106.11,63.21,5,0
2210,1,121,6501.66,1756.84,84.66,41.76,5,1
2211,1,353,6485.86,1805.38,108.36,18.06,5,2
2212,1,420,6497.15,1821.18,90.3,86.91,5,3
2213,1,108,6488.12,1904.71,119.65,34.99,5,4
2214,1,34,6497.15,1937.44,97.07,83.53,5,5
2215,1,103,6488.12,2022.1,108.36,32.73,5,6
2216,1,103,6492.63,2054.84,102.72,31.6,5,7
2217,1,607,6535.53,2083.05,18.06,33.87,5,8
2218,1,242,6485.86,2093.21,126.42,97.08,5,9
2219,1,616,6554.71,2137.24,35.0,36.12,5,10
2221,1,274,6481.34,2184.65,120.78,41.76,5,11
2220,1,616,6528.75,2209.48,40.64,25.96,5,12
2222,1,84,6492.63,2237.7,106.11,59.82,5,13
2223,1,87,6496.02,2298.65,108.36,27.09,5,14
2224,1,388,6497.15,2329.13,107.23,19.19,5,15
2226,1,495,6497.15,2351.7,51.92,74.5,5,16
2227,1,258,6490.38,2421.69,115.13,76.76,5,17
2228,1,595,6535.53,2462.32,47.41,19.19,5,18
2229,1,621,6514.08,2479.26,86.92,45.15,5,19
2230,1,611,6516.34,2522.15,86.91,29.35,5,20
2232,1,104,6501.66,2559.4,76.76,28.22,5,21
2233,1,422,6511.82,2588.75,56.44,46.28,5,22
2234,1,355,6508.44,2636.16,91.43,25.96,5,23
2235,1,354,6508.44,2662.12,106.1,54.18,5,24
2236,1,34,6509.56,2715.17,107.24,88.05,5,25
2237,1,212,6506.18,2804.35,111.75,91.43,5,26
2239,1,606,6509.56,2894.65,76.76,48.53,5,27
2198,1,595,6456.77,2905.5,36.42,16.19,5,28
2240,1,353,6507.31,2940.93,79.01,18.06,5,29
2241,1,595,6533.27,2954.47,39.51,18.06,5,30
2242,1,30,6512.95,2982.69,112.88,82.4,5,31
2243,1,602,6519.72,3062.84,97.08,34.99,5,32
2202,1,586,6471.94,3091.68,39.46,37.43,5,33
2244,1,611,6521.98,3103.47,76.76,23.71,5,34
2245,1,274,6511.82,3114.76,118.52,36.12,5,35
2246,1,371,6521.98,3148.62,86.92,41.77,5,36
2205,1,462,6472.95,3171.61,38.45,77.91,5,37
2247,1,87,6521.98,3191.52,99.33,27.09,5,38
2248,1,353,6523.11,3218.61,108.36,16.93,5,39
2249,1,14,6521.98,3237.8,114.01,85.78,5,40
2250,1,542,6521.98,3336.0,103.85,25.96,5,41
2172,1,13,6375.82,1702.46,109.28,98.14,6,0
2173,1,87,6382.9,1800.6,93.09,26.31,6,1
2174,1,621,6393.02,1827.92,73.86,44.52,6,2
2175,1,602,6379.87,1873.45,102.19,32.38,6,3
2176,1,561,6374.81,1906.84,120.4,46.55,6,4
2177,1,242,6371.77,1946.3,124.46,99.16,6,5
2135,1,586,6340.15,2014.52,27.93,34.58,6,6
2178,1,13,6382.9,2042.43,108.27,84.99,6,7
2179,1,542,6387.96,2126.41,99.16,29.34,6,8
2180,1,353,6392.01,2155.75,100.17,18.21,6,9
2181,1,87,6382.9,2177.0,103.21,24.28,6,10
2182,1,621,6399.09,2203.3,74.88,40.48,6,11
2183,1,602,6397.07,2242.76,90.05,34.41,6,12
2184,1,561,6381.89,2281.21,115.35,46.55,6,13
2140,1,417,6342.81,2295.16,34.58,67.84,6,14
2185,1,242,6373.8,2316.63,116.36,96.12,6,15
2186,1,13,6397.07,2407.69,99.16,87.02,6,16
2187,1,87,6391.0,2494.71,107.25,27.32,6,17
2188,1,353,6399.09,2522.03,96.12,15.17,6,18
2189,1,542,6392.01,2537.2,101.18,30.36,6,19
2190,1,87,6389.99,2567.56,105.22,28.33,6,20
2150,1,462,6349.94,2593.25,37.01,75.09,6,21
2191,1,621,6405.16,2595.89,85.0,42.49,6,22
2192,1,602,6395.04,2639.4,100.17,29.34,6,23
2193,1,561,6391.0,2671.77,129.51,43.51,6,24
2194,1,242,6388.97,2701.12,129.52,109.27,6,25
2155,1,547,6346.68,2781.53,44.62,45.72,6,26
2195,1,13,6403.14,2798.25,111.3,80.95,6,27
2196,1,353,6407.19,2884.25,103.2,15.18,6,28
2197,1,595,6411.23,2904.49,29.35,17.2,6,29
2199,1,212,6397.07,2920.68,107.25,83.98,6,30
2200,1,175,6400.1,2999.6,124.46,68.8,6,31
2201,1,353,6405.16,3070.43,114.34,22.26,6,32
2203,1,371,6411.23,3096.74,58.69,40.47,6,33
2204,1,542,6403.14,3138.22,109.27,32.38,6,34
2206,1,595,6419.33,3170.6,42.49,17.2,6,35
2207,1,524,6420.34,3185.77,67.79,63.75,6,36
2208,1,209,6414.27,3245.47,107.25,95.11,6,37
2168,1,595,6343.41,3271.3,44.63,20.68,6,38
2170,1,294,6372.8,3302.86,38.09,75.1,6,39
2122,1,258,6253.7,1717.92,109.06,79.8,7,0
2123,1,475,6329.51,1755.16,33.25,70.49,7,1
2124,1,294,6290.94,1757.82,34.58,77.14,7,2
2125,1,353,6263.01,1832.3,115.71,21.28,7,3
2126,1,169,6253.7,1848.26,103.74,57.19,7,4
2128,1,607,6278.97,1876.19,21.28,41.23,7,5
2127,1,371,6305.57,1880.18,55.86,35.91,7,6
2129,1,353,6267.0,1917.42,103.74,18.63,7,7
2130,1,169,6268.33,1929.4,98.42,61.18,7,8
2131,1,622,6304.24,1963.98,67.83,46.55,7,9
2132,1,595,6276.31,1995.9,34.58,17.29,7,10
2134,1,586,6305.57,2011.86,30.59,35.91,7,11
2133,1,586,6274.98,2013.19,30.59,37.24,7,12
2136,1,10,6277.64,2054.42,123.69,78.47,7,13
2137,1,44,6268.33,2130.23,110.39,99.76,7,14
2138,1,533,6277.64,2222.01,93.1,61.18,7,15
2139,1,103,6273.65,2265.9,102.41,33.25,7,16
2141,1,242,6272.32,2291.17,81.13,71.83,7,17
2142,1,621,6293.6,2357.68,74.48,45.22,7,18
2143,1,274,6268.33,2392.26,129.01,33.25,7,19
2144,1,595,6312.22,2422.85,43.89,18.62,7,20
2145,1,196,6278.97,2441.47,114.38,33.25,7,21
2105,1,462,6239.12,2445.05,30.02,75.44,7,22
2146,1,87,6286.82,2472.44,113.19,28.3,7,23
2147,1,121,6293.35,2502.91,102.3,39.18,7,24
2148,1,274,6272.67,2542.09,126.25,35.92,7,25
2149,1,87,6292.26,2570.39,104.48,23.95,7,26
2151,1,126,6295.52,2596.51,59.86,67.48,7,27
2110,1,557,6236.81,2623.63,46.18,80.05,7,28
2152,1,621,6326.0,2663.99,65.3,39.18,7,29
2153,1,595,6290.08,2679.23,41.36,23.94,7,30
2154,1,375,6284.64,2703.17,115.37,69.66,7,31
2156,1,607,6320.56,2780.45,14.15,48.97,7,32
2158,1,607,6287.91,2781.53,16.32,44.63,7,33
2157,1,607,6304.23,2781.53,15.24,44.63,7,34
2159,1,353,6286.82,2831.6,114.28,15.24,7,35
2160,1,595,6317.29,2847.92,47.89,16.33,7,36
2161,1,420,6292.26,2860.98,101.22,94.69,7,37
2162,1,108,6291.17,2954.58,124.07,35.92,7,38
2163,1,34,6294.44,2993.76,112.1,78.37,7,39
2164,1,108,6292.26,3074.3,117.54,37.01,7,40
2165,1,353,6294.44,3115.66,115.36,15.24,7,41
2166,1,13,6299.88,3125.46,115.36,95.77,7,42
2167,1,351,6300.97,3215.79,97.95,52.24,7,43
2169,1,607,6305.32,3261.5,22.86,35.92,7,44
2171,1,242,6296.61,3289.8,96.87,83.8,7,45
2092,1,14,6152.91,1722.29,110.84,89.29,8,0
2093,1,560,6159.84,1818.51,103.91,50.03,8,1
2094,1,34,6163.69,1865.46,102.37,86.21,8,2
2095,1,388,6165.23,1949.36,106.99,21.55,8,3
2096,1,87,6163.69,1971.68,105.45,28.48,8,4
2097,1,353,6172.16,2002.47,89.28,13.08,8,5
2098,1,14,6169.08,2018.63,112.38,82.36,8,6
2099,1,542,6166.77,2108.69,103.91,25.4,8,7
2100,1,294,6196.79,2131.01,44.64,80.82,8,8
2101,1,242,6163.69,2190.28,123.15,101.6,8,9
2102,1,462,6200.64,2289.57,40.02,76.2,8,10
2103,1,493,6195.25,2366.54,67.73,51.57,8,11
2104,1,87,6180.62,2421.19,100.07,22.32,8,12
2106,1,294,6184.47,2446.59,36.95,74.67,8,13
2107,1,422,6190.63,2520.49,72.35,50.8,8,14
2108,1,602,6187.55,2572.06,95.44,30.02,8,15
2109,1,353,6184.47,2606.69,103.14,17.71,8,16
2111,1,126,6191.4,2625.17,54.65,73.12,8,17
2071,1,557,6127.16,2647.17,53.67,82.29,8,18
2112,1,388,6186.01,2702.91,103.14,19.24,8,19
2113,1,461,6181.39,2721.38,100.84,98.52,8,20
2074,1,595,6130.02,2745.92,35.06,12.88,8,21
2114,1,104,6183.7,2798.35,106.22,38.49,8,22
2115,1,126,6218.34,2831.45,71.58,73.89,8,23
2116,1,229,6186.01,2909.19,112.38,70.81,8,24
2117,1,209,6186.01,2973.85,107.76,80.82,8,25
2118,1,571,6202.18,3052.36,67.73,54.65,8,26
2119,1,48,6164.46,3113.16,137.78,73.9,8,27
2120,1,236,6182.93,3187.06,128.54,66.96,8,28
2121,1,34,6197.56,3249.4,118.53,93.14,8,29
2084,1,417,6149.34,3253.26,33.63,82.29,8,30
2053,1,462,6098.54,1716.92,41.5,74.42,9,0
2054,1,616,6056.32,1751.27,40.07,33.63,9,1
2085,1,558,6037.71,1789.19,78.71,84.44,9,2
2055,1,462,6104.98,1797.06,42.93,71.56,9,3
2086,1,561,6042.0,1874.34,125.95,56.53,9,4
2091,1,558,6039.86,1907.98,82.29,88.01,9,5
2087,1,462,6117.14,1915.85,34.35,78.71,9,6
2056,1,561,6047.73,1992.41,120.22,47.95,9,7
2057,1,595,6086.37,2029.62,42.22,17.18,9,8
2058,1,104,6047.73,2033.92,103.76,37.21,9,9
2059,1,121,6061.33,2066.83,94.45,46.52,9,10
2060,1,242,6039.14,2114.06,118.79,95.89,9,11
2061,1,611,6102.83,2169.16,58.68,25.05,9,12
2062,1,212,6054.17,2204.23,104.47,88.73,9,13
2063,1,353,6067.77,2287.95,100.18,17.89,9,14
2064,1,393,6069.2,2307.98,84.43,57.25,9,15
2065,1,422,6083.51,2365.95,66.55,49.37,9,16
2066,1,242,6052.74,2413.89,133.1,92.31,9,17
2067,1,363,6068.48,2505.48,85.15,35.78,9,18
2068,1,611,6071.34,2543.41,83.01,25.04,9,19
2070,1,348,6064.9,2564.88,51.52,35.77,9,20
2069,1,209,6068.48,2566.31,110.92,88.01,9,21
2073,1,294,6074.92,2643.59,28.62,75.85,9,22
2072,1,294,6104.26,2649.31,28.62,72.99,9,23
2075,1,363,6059.89,2723.02,67.27,36.49,9,24
2076,1,560,6061.33,2762.38,113.77,43.64,9,25
2077,1,595,6104.26,2808.89,40.07,12.16,9,26
2088,1,222,6069.91,2817.47,136.68,100.9,9,27
2089,1,621,6062.76,2818.91,63.68,47.22,9,28
2037,1,595,6018.55,2851.87,29.54,17.56,9,29
2090,1,242,6060.61,2916.94,129.52,99.46,9,30
2078,1,44,6064.19,3018.55,125.94,93.74,9,31
2041,1,586,6026.9,3029.36,36.02,36.94,9,32
2079,1,611,6087.09,3107.28,81.57,23.62,9,33
2080,1,212,6072.06,3125.17,114.49,87.3,9,34
2081,1,170,6076.35,3131.61,62.26,35.78,9,35
2082,1,542,6078.5,3212.47,104.47,26.48,9,36
2083,1,242,6062.76,3236.09,123.08,95.88,9,37
2012,1,87,5927.04,1724.03,114.76,29.16,10,0
2013,1,621,5945.85,1753.19,86.54,45.15,10,1
2014,1,602,5939.78,1795.8,96.59,33.17,10,2
2015,1,561,5931.98,1832.87,124.87,53.66,10,3
2016,1,242,5916.37,1866.04,130.73,110.24,10,4
2017,1,13,5934.91,1975.31,100.48,79.02,10,5
2018,1,542,5934.9,2055.3,99.51,30.25,10,6
2019,1,353,5933.93,2088.47,104.39,13.66,10,7
2020,1,87,5934.9,2105.06,107.32,27.32,10,8
2021,1,621,5945.64,2136.28,79.02,42.92,10,9
2022,1,602,5937.83,2179.2,104.39,33.17,10,10
2023,1,561,5934.91,2212.37,117.07,45.86,10,11
2024,1,242,5938.81,2253.35,111.21,92.68,10,12
2025,1,13,5940.76,2340.17,109.26,81.95,10,13
2026,1,87,5940.76,2425.05,117.07,24.39,10,14
2027,1,353,5946.61,2451.39,105.37,14.64,10,15
2028,1,542,5948.56,2466.03,106.34,28.29,10,16
2029,1,87,5942.11,2494.75,113.55,29.26,10,17
2030,1,621,5962.01,2525.18,86.63,46.83,10,18
2031,1,602,5953.1,2570.87,105.37,35.12,10,19
2032,1,561,5943.52,2607.59,128.52,51.09,10,20
2033,1,242,5943.52,2649.1,115.75,103.78,10,21
2034,1,13,5961.08,2747.29,103.78,85.42,10,22
2035,1,353,5950.7,2830.31,108.57,17.57,10,23
2036,1,595,5964.27,2854.26,33.53,15.17,10,24
2038,1,212,5953.0,2868.64,103.45,82.21,10,25
2039,1,175,5945.61,2939.76,120.08,73.9,10,26
2040,1,353,5952.08,3013.66,124.69,13.85,10,27
2042,1,371,5962.24,3033.05,63.73,36.95,10,28
2043,1,542,5946.54,3070.92,120.07,29.56,10,29
2044,1,353,5956.7,3103.25,113.61,18.47,10,30
2046,1,462,5973.32,3123.57,41.57,78.51,10,31
2045,1,294,6015.81,3123.57,37.87,74.82,10,32
2047,1,595,6001.03,3204.85,43.42,19.4,10,33
2048,1,24,5962.24,3218.71,107.14,90.52,10,34
2010,1,294,5922.24,3235.39,41.22,68.01,10,35
2049,1,337,5960.39,3306.45,113.61,24.02,10,36
2050,1,337,5960.39,3329.55,111.77,23.09,10,37
2052,1,343,5959.47,3351.71,44.33,27.71,10,38
2051,1,343,6007.5,3352.64,49.88,25.86,10,39
1962,1,258,5795.81,1719.5,128.3,91.32,11,0
1963,1,475,5880.34,1755.73,33.96,61.88,11,1
1964,1,294,5837.32,1757.99,33.96,75.47,11,2
1965,1,353,5809.39,1832.71,116.98,23.39,11,3
1966,1,169,5814.68,1847.8,107.17,58.87,11,4
1967,1,371,5863.73,1880.25,48.3,35.48,11,5
1968,1,607,5837.32,1881.01,18.11,33.21,11,6
1969,1,353,5816.19,1916.48,101.88,18.11,11,7
1970,1,169,5815.43,1930.07,99.62,55.84,11,8
1971,1,622,5859.2,1954.97,67.17,47.55,11,9
1972,1,595,5832.79,1987.42,35.47,12.83,11,10
1974,1,586,5856.94,2000.25,21.89,30.19,11,11
1973,1,586,5831.28,2001.76,21.89,33.21,11,12
1975,1,586,5884.11,2002.52,22.64,27.17,11,13
1977,1,10,5823.73,2038.74,115.47,67.17,11,14
1978,1,44,5816.18,2100.63,118.5,95.85,11,15
1979,1,624,5829.77,2191.2,116.23,21.88,11,16
1980,1,103,5831.28,2210.82,95.09,29.43,11,17
1981,1,418,5832.03,2244.03,96.61,22.64,11,18
1982,1,621,5837.32,2271.95,75.47,46.04,11,19
1983,1,274,5814.68,2300.63,116.98,36.23,11,20
1984,1,595,5853.17,2330.07,52.07,14.34,11,21
1985,1,196,5824.49,2343.65,114.71,29.44,11,22
1986,1,87,5836.56,2373.09,95.85,29.43,11,23
1987,1,121,5844.11,2402.52,86.04,43.77,11,24
1988,1,274,5831.28,2439.5,99.62,33.21,11,25
1989,1,87,5835.05,2468.18,103.4,25.66,11,26
1991,1,126,5844.11,2490.82,53.58,69.44,11,27
1990,1,462,5894.68,2494.59,28.67,72.46,11,28
1992,1,621,5884.86,2566.29,58.87,39.25,11,29
1993,1,595,5837.32,2582.9,33.96,15.09,11,30
1994,1,375,5830.52,2599.5,110.19,77.74,11,31
1995,1,549,5829.02,2665.92,127.54,81.51,11,32
1996,1,595,5867.51,2699.88,47.54,17.36,11,33
1997,1,547,5892.41,2717.99,43.77,49.81,11,34
1998,1,607,5863.73,2720.26,23.4,44.52,11,35
1999,1,353,5844.11,2767.05,93.58,20.38,11,36
2000,1,595,5862.22,2791.2,45.29,12.83,11,37
1976,1,420,5851.66,2801.76,92.83,86.8,11,38
2001,1,108,5846.37,2889.31,113.21,36.98,11,39
2002,1,34,5850.9,2923.27,100.38,80.0,11,40
1956,1,126,5805.09,2990.26,33.87,73.37,11,41
2003,1,108,5849.08,3004.58,110.25,38.12,11,42
2004,1,353,5841.87,3043.73,119.52,16.49,11,43
2005,1,13,5850.11,3057.13,103.04,86.55,11,44
2006,1,351,5852.17,3134.41,95.83,57.7,11,45
2008,1,607,5860.41,3185.93,21.64,29.88,11,46
2007,1,595,5888.23,3195.2,38.13,17.52,11,47
2009,1,242,5839.8,3215.81,114.38,87.59,11,48
2011,1,13,5844.96,3299.28,103.04,78.31,11,49
1928,1,242,5693.45,1720.55,122.76,99.18,12,0
1930,1,607,5713.77,1820.55,15.45,35.77,12,1
1929,1,363,5740.6,1820.55,70.73,37.39,12,2
1931,1,353,5706.46,1863.64,110.56,13.82,12,3
1933,1,242,5698.33,1875.02,120.32,90.24,12,4
1932,1,242,5782.06,1888.84,43.91,79.67,12,5
1935,1,621,5710.52,1970.95,57.72,41.46,12,6
1934,1,621,5766.62,1971.76,56.09,34.96,12,7
1936,1,242,5712.15,2007.53,123.57,88.62,12,8
1937,1,349,5723.53,2094.52,97.56,64.23,12,9
